Geographical Description,Geographical Level,ONS Code,Measure Group Description,Disaggregation Level,Measure Value,IMD - Average rank ,Annual Pay Mean,Population,Year
Bradford,Council,E08000032,The proportion of people who use services who reported that they had as much social contact as they would like,18-64,56.1,23086.82,26130,316297.0,2019
Bradford,Council,E08000032,The proportion of people who use services who reported that they had as much social contact as they would like,65 and over,42.2,23086.82,26130,80899.0,2019
Bradford,Council,E08000032,The proportion of people who use services who reported that they had as much social contact as they would like,Female,43.7,23086.82,26130,203074.0,2019
Bradford,Council,E08000032,The proportion of people who use services who reported that they had as much social contact as they would like,Male,54.5,23086.82,26130,194122.0,2019
Bradford,Council,E08000032,The proportion of people who use services who reported that they had as much social contact as they would like,Total,48.6,23086.82,26130,397196.0,2019
Bradford,Council,E08000032,The proportion of people who use services who say that those services have made them feel safe and secure,18-64,88.3,23086.82,26130,316297.0,2019
Bradford,Council,E08000032,The proportion of people who use services who say that those services have made them feel safe and secure,65 and over,82.9,23086.82,26130,80899.0,2019
Bradford,Council,E08000032,The proportion of people who use services who say that those services have made them feel safe and secure,Female,84.4,23086.82,26130,203074.0,2019
Bradford,Council,E08000032,The proportion of people who use services who say that those services have made them feel safe and secure,Male,86.5,23086.82,26130,194122.0,2019
Bradford,Council,E08000032,The proportion of people who use services who say that those services have made them feel safe and secure,Total,85.4,23086.82,26130,397196.0,2019
Brent,Council,E09000005,Adjusted Social care-related quality of life – impact of Adult Social Care services,Total,0.412,21083.02,33721,252084.0,2019
Brent,Council,E09000005,Carer-reported quality of life score,18-64,6.7,21083.02,33721,210996.0,2019
Brent,Council,E09000005,Carer-reported quality of life score,65 and over,6.7,21083.02,33721,41088.0,2019
Brent,Council,E09000005,Carer-reported quality of life score,Female,6.7,21083.02,33721,123667.0,2019
Brent,Council,E09000005,Carer-reported quality of life score,Male,6.5,21083.02,33721,128417.0,2019
Brent,Council,E09000005,Carer-reported quality of life score,Total,6.7,21083.02,33721,252084.0,2019
Brent,Council,E09000005,"Delayed transfers of care from hospital that are attributable to adult social care, per 100,000 population",Total,5.5,21083.02,33721,252084.0,2019
Brent,Council,E09000005,"Delayed transfers of care from hospital that are jointly attributable to NHS and adult social care, per 100,000 population",Total,0.5,21083.02,33721,252084.0,2019
Brent,Council,E09000005,"Delayed transfers of care from hospital, per 100,000 population",Total,12.8,21083.02,33721,252084.0,2019
Brent,Council,E09000005,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,280.1,21083.02,33721,252084.0,2019
Brent,Council,E09000005,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,6.1,21083.02,33721,252084.0,2019
Brent,Council,E09000005,Overall satisfaction of carers with social services,18-64,26.4,21083.02,33721,210996.0,2019
Brent,Council,E09000005,Overall satisfaction of carers with social services,65 and over,23.9,21083.02,33721,41088.0,2019
Brent,Council,E09000005,Overall satisfaction of carers with social services,Female,24.1,21083.02,33721,123667.0,2019
Brent,Council,E09000005,Overall satisfaction of carers with social services,Male,30.0,21083.02,33721,128417.0,2019
Brent,Council,E09000005,Overall satisfaction of carers with social services,Total,25.6,21083.02,33721,252084.0,2019
Brent,Council,E09000005,Overall satisfaction of people who use services with their care and support,18-64,64.1,21083.02,33721,210996.0,2019
Brent,Council,E09000005,Overall satisfaction of people who use services with their care and support,65 and over,50.1,21083.02,33721,41088.0,2019
Brent,Council,E09000005,Overall satisfaction of people who use services with their care and support,Female,56.5,21083.02,33721,123667.0,2019
Brent,Council,E09000005,Overall satisfaction of people who use services with their care and support,Male,54.1,21083.02,33721,128417.0,2019
Brent,Council,E09000005,Overall satisfaction of people who use services with their care and support,Total,55.5,21083.02,33721,252084.0,2019
Brent,Council,E09000005,Social care-related quality of life score,18-64,19.3,21083.02,33721,210996.0,2019
Brent,Council,E09000005,Social care-related quality of life score,65 and over,17.8,21083.02,33721,41088.0,2019
Brent,Council,E09000005,Social care-related quality of life score,Female,18.5,21083.02,33721,123667.0,2019
Brent,Council,E09000005,Social care-related quality of life score,Male,18.3,21083.02,33721,128417.0,2019
Brent,Council,E09000005,Social care-related quality of life score,Total,18.4,21083.02,33721,252084.0,2019
Brent,Council,E09000005,The outcome of short-term services: sequel to service,18-64,69.6,21083.02,33721,210996.0,2019
Brent,Council,E09000005,The outcome of short-term services: sequel to service,65 and over,70.3,21083.02,33721,41088.0,2019
Brent,Council,E09000005,The outcome of short-term services: sequel to service,Total,70.3,21083.02,33721,252084.0,2019
Brent,Council,E09000005,The proportion of adults in contact with secondary mental health services in paid employment,Female,13.0,21083.02,33721,123667.0,2019
Brent,Council,E09000005,The proportion of adults in contact with secondary mental health services in paid employment,Male,7.0,21083.02,33721,128417.0,2019
Brent,Council,E09000005,The proportion of adults in contact with secondary mental health services in paid employment,Total,9.0,21083.02,33721,252084.0,2019
Brent,Council,E09000005,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Female,85.0,21083.02,33721,123667.0,2019
Brent,Council,E09000005,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Male,78.0,21083.02,33721,128417.0,2019
Brent,Council,E09000005,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Total,80.0,21083.02,33721,252084.0,2019
Brent,Council,E09000005,The proportion of adults with a learning disability in paid employment,Female,1.5,21083.02,33721,123667.0,2019
Brent,Council,E09000005,The proportion of adults with a learning disability in paid employment,Male,1.8,21083.02,33721,128417.0,2019
Brent,Council,E09000005,The proportion of adults with a learning disability in paid employment,Total,1.7,21083.02,33721,252084.0,2019
Brent,Council,E09000005,The proportion of adults with a learning disability who live in their own home or with their family,Female,43.7,21083.02,33721,123667.0,2019
Brent,Council,E09000005,The proportion of adults with a learning disability who live in their own home or with their family,Male,43.4,21083.02,33721,128417.0,2019
Brent,Council,E09000005,The proportion of adults with a learning disability who live in their own home or with their family,Total,43.5,21083.02,33721,252084.0,2019
Brent,Council,E09000005,The proportion of carers who find it easy to find information about support,18-64,46.3,21083.02,33721,210996.0,2019
Brent,Council,E09000005,The proportion of carers who find it easy to find information about support,65 and over,55.2,21083.02,33721,41088.0,2019
Brent,Council,E09000005,The proportion of carers who find it easy to find information about support,Female,47.1,21083.02,33721,123667.0,2019
Brent,Council,E09000005,The proportion of carers who find it easy to find information about support,Male,65.2,21083.02,33721,128417.0,2019
Brent,Council,E09000005,The proportion of carers who find it easy to find information about support,Total,51.1,21083.02,33721,252084.0,2019
Brent,Council,E09000005,The proportion of carers who receive direct payments,18-64,38.8,21083.02,33721,210996.0,2019
Brent,Council,E09000005,The proportion of carers who receive direct payments,Total,37.0,21083.02,33721,252084.0,2019
Brent,Council,E09000005,The proportion of carers who receive direct payments,65 and over,34.78,21083.02,33721,41088.0,2019
Brent,Council,E09000005,The proportion of carers who receive self-directed support,18-64,100.0,21083.02,33721,210996.0,2019
Brent,Council,E09000005,The proportion of carers who receive self-directed support,Total,100.0,21083.02,33721,252084.0,2019
Brent,Council,E09000005,The proportion of carers who receive self-directed support,65 and over,100.0,21083.02,33721,41088.0,2019
Brent,Council,E09000005,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,18-64,54.2,21083.02,33721,210996.0,2019
