Geographical Description,Geographical Level,ONS Code,Measure Group Description,Disaggregation Level,Measure Value,IMD - Average rank ,Annual Pay Mean,Population,Year
Doncaster,Council,E08000017,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,39.0,21613.33,27661,121030.0,2021
Doncaster,Council,E08000017,Proportion of adults with learning disabilities in paid employment,Total,11.8,21613.33,27661,245423.0,2021
Doncaster,Council,E08000017,Proportion of adults with learning disabilities in paid employment,Female,8.9,21613.33,27661,124393.0,2021
Doncaster,Council,E08000017,Proportion of adults with learning disabilities in paid employment,Male,13.9,21613.33,27661,121030.0,2021
Doncaster,Council,E08000017,Proportion of adults with learning disabilities who live in their own home or with their family,Total,86.6,21613.33,27661,245423.0,2021
Doncaster,Council,E08000017,Proportion of adults with learning disabilities who live in their own home or with their family,Female,87.2,21613.33,27661,124393.0,2021
Doncaster,Council,E08000017,Proportion of adults with learning disabilities who live in their own home or with their family,Male,86.5,21613.33,27661,121030.0,2021
Doncaster,Council,E08000017,Proportion of carers who receive direct payments,Total,96.9,21613.33,27661,245423.0,2021
Doncaster,Council,E08000017,Proportion of carers who receive direct payments,18-64,99.5,21613.33,27661,185099.0,2021
Doncaster,Council,E08000017,Proportion of carers who receive direct payments,65 and over,90.12,21613.33,27661,60324.0,2021
Doncaster,Council,E08000017,Proportion of carers who receive self-directed support,Total,99.7,21613.33,27661,245423.0,2021
Doncaster,Council,E08000017,Proportion of carers who receive self-directed support,18-64,100.0,21613.33,27661,185099.0,2021
Doncaster,Council,E08000017,Proportion of carers who receive self-directed support,65 and over,98.77,21613.33,27661,60324.0,2021
Doncaster,Council,E08000017,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,81.9,21613.33,27661,245423.0,2021
Doncaster,Council,E08000017,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,82.5,21613.33,27661,124393.0,2021
Doncaster,Council,E08000017,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,81.0,21613.33,27661,121030.0,2021
Doncaster,Council,E08000017,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,81.88,21613.33,27661,60324.0,2021
Doncaster,Council,E08000017,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,2.1,21613.33,27661,245423.0,2021
Doncaster,Council,E08000017,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,2.4,21613.33,27661,124393.0,2021
Doncaster,Council,E08000017,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,1.8,21613.33,27661,121030.0,2021
Doncaster,Council,E08000017,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,2.11,21613.33,27661,60324.0,2021
Doncaster,Council,E08000017,Proportion of people using social care who receive direct payments,Total,37.7,21613.33,27661,245423.0,2021
Doncaster,Council,E08000017,Proportion of people using social care who receive direct payments,18-64,54.1,21613.33,27661,185099.0,2021
Doncaster,Council,E08000017,Proportion of people using social care who receive direct payments,65 and over,22.8,21613.33,27661,60324.0,2021
Doncaster,Council,E08000017,Proportion of people using social care who receive self-directed support,Total,72.7,21613.33,27661,245423.0,2021
Doncaster,Council,E08000017,Proportion of people using social care who receive self-directed support,18-64,81.8,21613.33,27661,185099.0,2021
Doncaster,Council,E08000017,Proportion of people using social care who receive self-directed support,65 and over,64.4,21613.33,27661,60324.0,2021
Doncaster,Council,E08000017,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,85.8,21613.33,27661,245423.0,2021
Doncaster,Council,E08000017,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,97.1,21613.33,27661,185099.0,2021
Doncaster,Council,E08000017,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,82.1,21613.33,27661,60324.0,2021
Dorset,Council,E06000059,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,459.9,13227.24,27271,312093.0,2021
Dorset,Council,E06000059,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,14.5,13227.24,27271,312093.0,2021
Dorset,Council,E06000059,Proportion of adults in contact with secondary mental health services in paid employment,Total,9.0,13227.24,27271,312093.0,2021
Dorset,Council,E06000059,Proportion of adults in contact with secondary mental health services in paid employment,Female,9.0,13227.24,27271,161082.0,2021
Dorset,Council,E06000059,Proportion of adults in contact with secondary mental health services in paid employment,Male,9.0,13227.24,27271,151011.0,2021
Dorset,Council,E06000059,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,37.0,13227.24,27271,312093.0,2021
Dorset,Council,E06000059,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,37.0,13227.24,27271,161082.0,2021
Dorset,Council,E06000059,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,38.0,13227.24,27271,151011.0,2021
Dorset,Council,E06000059,Proportion of adults with learning disabilities in paid employment,Total,3.9,13227.24,27271,312093.0,2021
Dorset,Council,E06000059,Proportion of adults with learning disabilities in paid employment,Female,2.4,13227.24,27271,161082.0,2021
Dorset,Council,E06000059,Proportion of adults with learning disabilities in paid employment,Male,4.9,13227.24,27271,151011.0,2021
Dorset,Council,E06000059,Proportion of adults with learning disabilities who live in their own home or with their family,Total,85.1,13227.24,27271,312093.0,2021
Dorset,Council,E06000059,Proportion of adults with learning disabilities who live in their own home or with their family,Female,84.0,13227.24,27271,161082.0,2021
Dorset,Council,E06000059,Proportion of adults with learning disabilities who live in their own home or with their family,Male,85.8,13227.24,27271,151011.0,2021
Dorset,Council,E06000059,Proportion of carers who receive direct payments,Total,15.5,13227.24,27271,312093.0,2021
Dorset,Council,E06000059,Proportion of carers who receive direct payments,18-64,23.7,13227.24,27271,200328.0,2021
Dorset,Council,E06000059,Proportion of carers who receive direct payments,65 and over,13.32,13227.24,27271,111765.0,2021
Dorset,Council,E06000059,Proportion of carers who receive self-directed support,Total,98.3,13227.24,27271,312093.0,2021
Dorset,Council,E06000059,Proportion of carers who receive self-directed support,18-64,100.0,13227.24,27271,200328.0,2021
Dorset,Council,E06000059,Proportion of carers who receive self-directed support,65 and over,97.88,13227.24,27271,111765.0,2021
Dorset,Council,E06000059,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,78.6,13227.24,27271,312093.0,2021
